treatment,replicate,environment,sites,site_usage,norm_site_usage
c50,c50__rep_34,nand+not-,nop-A|nand|push|h-alloc|set-flow|nop-A|nop-A|mov-head|nop-C|swap-stk|swap|sub|pop|h-search|IO|get-head|h-search|nop-B|add|if-label|swap|nand|nand|if-label|set-flow|nop-B|h-search|shift-l|h-divide|h-alloc|swap-stk|h-divide|nop-C|swap|dec|add|add|pop|if-n-equ|h-divide|dec|nand|add|h-search|IO-Sense|swap|shift-r|shift-l|get-head|pop|set-flow|shift-r|nop-C|shift-r|nop-B|set-flow|IO-Sense|h-divide|push|h-divide|h-search|swap|nop-B|shift-r|sub|h-search|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|0|1|1|1|19|19|19|19|0|1|18|18|0,0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.0|0.00581395348837|0.00581395348837|0.0|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.0|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.0|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.0|0.00581395348837|0.0|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.00581395348837|0.0|0.00581395348837|0.00581395348837|0.00581395348837|0.110465116279|0.110465116279|0.110465116279|0.110465116279|0.0|0.00581395348837|0.104651162791|0.104651162791|0.0
c50,c50__rep_5,nand-not+,nop-B|swap-stk|h-alloc|set-flow|nop-A|mov-head|nop-C|push|nop-B|get-head|set-flow|nop-B|sub|IO|dec|nop-A|if-less|shift-l|h-search|if-label|if-n-equ|h-alloc|IO|nop-C|IO|if-less|get-head|nand|if-n-equ|IO-Sense|if-n-equ|nop-A|pop|nand|inc|nop-C|IO|h-alloc|dec|sub|nop-B|swap-stk|nop-A|nop-A|sub|shift-l|swap|inc|IO-Sense|if-less|if-label|h-copy|nop-B|if-less|shift-l|shift-l|h-alloc|shift-r|swap|h-copy|nop-C|swap|h-alloc|dec|set-flow|shift-r|IO-Sense|sub|IO-Sense|swap-stk|if-less|h-search|set-flow|set-flow|push|sub|jmp-head|dec|h-alloc|inc|if-less|if-n-equ|add|IO|IO-Sense|get-head|get-head|nop-A|if-n-equ|h-search|h-copy|h-copy|h-search|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|push|nop-A,1|1|1|1|0|1|0|1|0|1|1|0|1|1|1|0|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|49|49|0|3|48|48|0|0,0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.177536231884|0.177536231884|0.0|0.0108695652174|0.173913043478|0.173913043478|0.0|0.0
c50,c50__rep_5,nand+not-,nop-B|swap-stk|h-alloc|set-flow|nop-A|mov-head|nop-C|push|nop-B|get-head|set-flow|nop-B|sub|IO|dec|nop-A|if-less|shift-l|h-search|if-label|if-n-equ|h-alloc|IO|nop-C|IO|if-less|get-head|nand|if-n-equ|IO-Sense|if-n-equ|nop-A|pop|nand|inc|nop-C|IO|h-alloc|dec|sub|nop-B|swap-stk|nop-A|nop-A|sub|shift-l|swap|inc|IO-Sense|if-less|if-label|h-copy|nop-B|if-less|shift-l|shift-l|h-alloc|shift-r|swap|h-copy|nop-C|swap|h-alloc|dec|set-flow|shift-r|IO-Sense|sub|IO-Sense|swap-stk|if-less|h-search|set-flow|set-flow|push|sub|jmp-head|dec|h-alloc|inc|if-less|if-n-equ|add|IO|IO-Sense|get-head|get-head|nop-A|if-n-equ|h-search|h-copy|h-copy|h-search|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|push|nop-A,1|1|1|1|0|1|0|1|0|1|1|0|1|1|1|0|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|49|49|0|3|48|48|0|0,0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.0036231884058|0.177536231884|0.177536231884|0.0|0.0108695652174|0.173913043478|0.173913043478|0.0|0.0
c50,c50__rep_8,nand-not+,swap-stk|swap-stk|set-flow|IO|IO|nand|h-alloc|jmp-head|h-alloc|set-flow|nop-A|mov-head|nop-C|nop-C|h-search|if-label|swap-stk|inc|if-n-equ|pop|jmp-head|h-divide|nop-A|get-head|nand|sub|swap|inc|nop-B|h-alloc|get-head|dec|dec|h-copy|shift-r|nop-B|IO-Sense|set-flow|h-alloc|nop-C|add|nand|nop-B|nop-B|swap-stk|shift-r|h-divide|if-label|add|h-copy|swap|nop-C|nop-C|swap|nop-A|sub|nop-B|dec|IO|dec|h-search|h-search|IO|swap-stk|h-alloc|add|nop-B|shift-l|jmp-head|nop-B|get-head|get-head|set-flow|IO-Sense|sub|shift-r|pop|dec|swap-stk|push|swap-stk|h-divide|nand|IO-Sense|add|h-search|if-n-equ|h-search|h-alloc|h-search|get-head|dec|nop-B|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|15|15|15|15|15|15|15|0|1|14|14|0,0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0|0.00462962962963|0.0648148148148|0.0648148148148|0.0
c50,c50__rep_8,nand+not-,swap-stk|swap-stk|set-flow|IO|IO|nand|h-alloc|jmp-head|h-alloc|set-flow|nop-A|mov-head|nop-C|nop-C|h-search|if-label|swap-stk|inc|if-n-equ|pop|jmp-head|h-divide|nop-A|get-head|nand|sub|swap|inc|nop-B|h-alloc|get-head|dec|dec|h-copy|shift-r|nop-B|IO-Sense|set-flow|h-alloc|nop-C|add|nand|nop-B|nop-B|swap-stk|shift-r|h-divide|if-label|add|h-copy|swap|nop-C|nop-C|swap|nop-A|sub|nop-B|dec|IO|dec|h-search|h-search|IO|swap-stk|h-alloc|add|nop-B|shift-l|jmp-head|nop-B|get-head|get-head|set-flow|IO-Sense|sub|shift-r|pop|dec|swap-stk|push|swap-stk|h-divide|nand|IO-Sense|add|h-search|if-n-equ|h-search|h-alloc|h-search|get-head|dec|nop-B|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|15|15|15|15|15|15|15|0|1|14|14|0,0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.00462962962963|0.00462962962963|0.00462962962963|0.0|0.00462962962963|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0694444444444|0.0|0.00462962962963|0.0648148148148|0.0648148148148|0.0
c50,c50__rep_2,nand+not-,IO|sub|swap-stk|h-alloc|set-flow|nop-A|shift-r|nop-C|mov-head|nop-C|if-n-equ|dec|h-search|push|sub|shift-l|h-copy|dec|push|nand|set-flow|if-n-equ|h-search|nop-A|add|h-search|h-search|IO|nop-A|h-copy|IO-Sense|add|push|nop-C|h-alloc|h-search|shift-l|dec|swap-stk|push|if-n-equ|shift-l|if-less|shift-r|h-alloc|shift-r|nop-C|inc|if-label|nop-C|jmp-head|h-alloc|IO|h-divide|dec|pop|pop|push|h-search|get-head|set-flow|h-search|pop|get-head|swap-stk|get-head|if-less|nop-C|get-head|set-flow|if-n-equ|push|pop|nop-B|IO|sub|shift-r|swap|swap-stk|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|13|13|13|13|13|13|13|0|2|12|12|0,0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.0|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.0|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0|0.010752688172|0.0645161290323|0.0645161290323|0.0
c50,c50__rep_2,nand-not+,IO|sub|swap-stk|h-alloc|set-flow|nop-A|shift-r|nop-C|mov-head|nop-C|if-n-equ|dec|h-search|push|sub|shift-l|h-copy|dec|push|nand|set-flow|if-n-equ|h-search|nop-A|add|h-search|h-search|IO|nop-A|h-copy|IO-Sense|add|push|nop-C|h-alloc|h-search|shift-l|dec|swap-stk|push|if-n-equ|shift-l|if-less|shift-r|h-alloc|shift-r|nop-C|inc|if-label|nop-C|jmp-head|h-alloc|IO|h-divide|dec|pop|pop|push|h-search|get-head|set-flow|h-search|pop|get-head|swap-stk|get-head|if-less|nop-C|get-head|set-flow|if-n-equ|push|pop|nop-B|IO|sub|shift-r|swap|swap-stk|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|13|13|13|13|13|13|13|0|2|12|12|0,0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.0|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.0|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.00537634408602|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0698924731183|0.0|0.010752688172|0.0645161290323|0.0645161290323|0.0
c50,c50__rep_39,nand+not-,nand|pop|push|h-alloc|set-flow|nop-A|mov-head|nop-C|set-flow|nop-C|pop|shift-l|add|push|if-label|IO-Sense|add|shift-r|h-search|nop-C|if-n-equ|jmp-head|if-less|get-head|h-copy|h-alloc|add|push|nop-B|nop-C|h-divide|shift-r|get-head|h-copy|h-alloc|push|nop-B|shift-r|IO-Sense|nop-C|h-copy|if-less|if-n-equ|nop-C|inc|h-alloc|IO|set-flow|inc|if-n-equ|IO-Sense|nop-C|h-search|shift-r|nop-A|get-head|IO-Sense|h-search|nop-A|if-n-equ|nop-B|if-n-equ|if-less|sub|pop|push|shift-l|dec|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|1|1|13|13|13|13|13|13|0|1|12|12|0,0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0817610062893|0.0817610062893|0.0817610062893|0.0817610062893|0.0817610062893|0.0817610062893|0.0|0.0062893081761|0.0754716981132|0.0754716981132|0.0
c50,c50__rep_39,nand-not+,nand|pop|push|h-alloc|set-flow|nop-A|mov-head|nop-C|set-flow|nop-C|pop|shift-l|add|push|if-label|IO-Sense|add|shift-r|h-search|nop-C|if-n-equ|jmp-head|if-less|get-head|h-copy|h-alloc|add|push|nop-B|nop-C|h-divide|shift-r|get-head|h-copy|h-alloc|push|nop-B|shift-r|IO-Sense|nop-C|h-copy|if-less|if-n-equ|nop-C|inc|h-alloc|IO|set-flow|inc|if-n-equ|IO-Sense|nop-C|h-search|shift-r|nop-A|get-head|IO-Sense|h-search|nop-A|if-n-equ|nop-B|if-n-equ|if-less|sub|pop|push|shift-l|dec|h-search|h-copy|h-copy|h-copy|h-copy|h-copy|if-label|nop-C|h-divide|h-copy|mov-head|nop-A,1|1|1|1|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|0|1|0|1|1|1|1|1|1|1|1|13|13|13|13|13|13|0|1|12|12|0,0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0|0.0062893081761|0.0|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0062893081761|0.0817610062893|0.0817610062893|0.0817610062893|0.0817610062893|0.0817610062893|0.0817610062893|0.0|0.0062893081761|0.0754716981132|0.0754716981132|0.0
c50,c50__rep_33,nand+not-,h-alloc|IO|set-flow|nop-A|h-divide|IO|swap|IO-Sense|pop|h-divide|nop-A|nop-C|add|IO|nand|IO-Sense|h-divide|nop-B|IO-Sense|mov-head|nop-C|IO|if-n-equ|nop-A|swap|if-less|if-n-equ|inc|pop|sub|IO|shift-r|nop-A|shift-l|sub|nand|h-search|h-divide|sub|add|inc|shift-l|if-less|h-divide|h-search|push|swap-stk|shift-r|h-alloc|nop-B|nop-C|swap|dec|swap-stk|IO-Sense|nop-B|nand|add|h-alloc|nop-A|get-head|sub|h-search|IO-Sense|swap-stk|h-search|if-less|nop-A|dec|if-less|get-head|nand|nop-B|inc|swap|nand|h-alloc|nand|swap-stk|if-n-equ|nand|get-head|pop|if-less|shift-r|shift-l|swap|nand|sub|h-search|h-copy|h-copy|if-label|nop-C|nop-A|h-divide|h-copy|h-copy|h-copy|mov-head|nop-A|nop-B,1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|21|21|21|0|0|1|20|20|20|20|0|0,0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0|0.0|0.00448430493274|0.0|0.00448430493274|0.0|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.00448430493274|0.0941704035874|0.0941704035874|0.0941704035874|0.0|0.0|0.00448430493274|0.0896860986547|0.0896860986547|0.0896860986547|0.0896860986547|0.0|0.0
