treatment,replicate,update,environment,population_size,genotype_diversity,0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
low-mut-unrestricted,28,5000,nand+not-,3600,7.280542,3448,0,0,0,0,127,0,0,0,0,25,0,0,0,0,0
low-mut-unrestricted,28,50000,nand+not-,3574,7.086532,480,1209,0,0,5,18,0,0,3,0,124,1632,0,1,3,99
low-mut-unrestricted,28,51000,nand+not-,3588,6.950909,486,1473,0,0,2,11,0,0,3,0,99,1425,0,0,9,80
low-mut-unrestricted,28,52000,nand+not-,3574,7.045319,498,1231,0,0,1,135,0,0,1,0,113,1514,0,0,6,75
low-mut-unrestricted,28,53000,nand+not-,3579,7.031843,551,1459,0,0,0,15,0,1,0,0,101,1385,0,0,1,66
low-mut-unrestricted,28,54000,nand+not-,3582,7.002165,485,1430,0,0,0,33,0,0,0,0,95,1470,0,0,2,67
low-mut-unrestricted,28,55000,nand+not-,3588,7.028577,488,1558,0,0,2,14,0,0,0,0,82,1366,0,0,3,75
low-mut-unrestricted,28,56000,nand+not-,3583,7.004089,536,1467,0,0,0,8,0,0,1,0,69,1429,0,0,5,68
low-mut-unrestricted,28,57000,nand+not-,3587,6.992953,472,1329,0,0,1,22,0,0,0,0,69,1586,0,0,2,106
low-mut-unrestricted,28,58000,nand+not-,3594,6.954249,497,1442,0,1,1,83,0,0,2,0,58,1433,0,0,5,72
low-mut-unrestricted,28,59000,nand+not-,3596,7.038600,551,1661,0,0,1,14,0,0,2,0,109,1185,0,0,6,67
low-mut-unrestricted,28,6000,nand+not-,3599,7.279741,3294,0,0,0,0,220,0,0,0,0,85,0,0,0,0,0
low-mut-unrestricted,28,60000,nand+not-,3592,6.997812,495,1557,0,0,1,28,0,0,2,0,109,1343,0,0,3,54
low-mut-unrestricted,28,61000,nand+not-,3578,7.005858,432,1385,0,0,0,66,0,1,0,0,64,1533,0,0,2,95
low-mut-unrestricted,28,62000,nand+not-,3588,6.954345,432,1351,0,0,1,38,0,0,1,0,84,1528,0,0,4,149
low-mut-unrestricted,28,63000,nand+not-,3579,7.005711,417,1425,0,0,0,54,0,0,1,0,86,1453,0,0,2,141
low-mut-unrestricted,28,64000,nand+not-,3559,7.027786,423,1092,0,0,2,58,0,0,1,0,85,1796,0,0,6,96
low-mut-unrestricted,28,65000,nand+not-,3584,7.009793,450,930,0,0,0,44,0,0,2,0,85,1975,0,0,5,93
low-mut-unrestricted,28,66000,nand+not-,3550,6.945094,415,1291,0,0,0,45,0,1,1,0,80,1629,0,0,3,85
low-mut-unrestricted,28,67000,nand+not-,3589,7.013688,465,1174,0,0,3,61,0,1,0,0,68,1751,0,0,5,61
low-mut-unrestricted,28,68000,nand+not-,3596,6.925666,427,1268,0,0,0,17,0,2,1,0,92,1697,0,0,4,88
low-mut-unrestricted,28,69000,nand+not-,3543,6.968299,466,1149,0,0,0,12,0,0,0,0,92,1733,0,0,1,90
low-mut-unrestricted,28,7000,nand+not-,3598,7.292173,3366,0,0,0,0,210,0,0,0,0,21,0,0,0,0,1
low-mut-unrestricted,28,70000,nand+not-,3583,6.914678,483,1203,1,0,1,18,0,0,2,0,77,1475,0,0,3,320
low-mut-unrestricted,28,71000,nand+not-,3548,6.896744,520,1593,0,0,1,7,0,0,1,0,311,1103,0,0,2,10
low-mut-unrestricted,28,72000,nand+not-,3541,6.857073,529,1906,1,0,6,108,0,0,0,0,60,924,0,0,2,5
low-mut-unrestricted,28,73000,nand+not-,3569,6.968008,482,1643,0,0,2,192,0,0,0,0,118,1124,0,0,2,6
low-mut-unrestricted,28,74000,nand+not-,3561,6.969703,495,2181,0,0,9,26,0,0,0,0,182,662,0,0,3,3
low-mut-unrestricted,28,75000,nand+not-,3561,6.956384,494,2022,0,0,6,16,0,0,0,0,78,944,0,0,0,1
low-mut-unrestricted,28,76000,nand+not-,3548,6.880146,514,1604,0,1,3,36,0,0,0,0,109,1270,0,0,0,11
low-mut-unrestricted,28,77000,nand+not-,3520,6.876916,501,1641,0,1,1,526,0,0,0,0,96,741,0,0,0,13
low-mut-unrestricted,28,78000,nand+not-,3544,6.919612,490,1574,0,0,2,57,0,0,0,0,433,942,0,0,1,45
low-mut-unrestricted,28,79000,nand+not-,3539,6.964291,564,1823,0,0,1,81,0,0,0,0,181,880,0,0,0,9
low-mut-unrestricted,28,8000,nand+not-,3599,7.281278,3597,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
low-mut-unrestricted,28,80000,nand+not-,3538,6.843844,464,1827,0,0,0,54,0,0,0,1,131,1044,0,0,0,17
low-mut-unrestricted,28,81000,nand+not-,3515,6.918745,540,1705,0,0,2,8,0,0,0,0,330,928,0,0,0,2
low-mut-unrestricted,28,82000,nand+not-,3544,6.944823,485,1815,0,0,0,17,0,0,0,0,242,967,0,17,0,1
low-mut-unrestricted,28,83000,nand+not-,3494,6.908477,528,1617,0,0,1,20,0,0,0,0,289,1035,0,0,0,4
low-mut-unrestricted,28,84000,nand+not-,3546,7.050667,503,1825,0,0,1,4,0,0,0,0,661,546,0,0,0,6
low-mut-unrestricted,28,85000,nand+not-,3534,6.963945,490,1701,0,0,6,436,0,0,0,0,731,157,0,0,0,13
low-mut-unrestricted,28,86000,nand+not-,3555,7.073852,527,2006,0,0,4,60,0,0,0,0,363,586,0,0,0,9
low-mut-unrestricted,28,87000,nand+not-,3555,7.111259,433,1837,0,0,3,12,0,0,0,0,611,655,0,0,0,4
low-mut-unrestricted,28,88000,nand+not-,3570,7.136255,514,2277,0,0,0,10,0,0,0,0,315,453,0,0,0,1
low-mut-unrestricted,28,89000,nand+not-,3556,7.063901,531,2239,0,0,1,11,0,0,1,0,377,396,0,0,0,0
low-mut-unrestricted,28,9000,nand+not-,3600,7.282735,3599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,28,90000,nand+not-,3540,7.009911,495,1811,0,0,1,246,0,0,0,0,259,726,0,0,1,1
low-mut-unrestricted,28,91000,nand+not-,3559,7.011873,492,1600,0,0,0,653,0,0,0,0,224,590,0,0,0,0
low-mut-unrestricted,28,92000,nand+not-,3562,7.091837,488,2043,0,0,2,35,0,0,0,0,293,701,0,0,0,0
low-mut-unrestricted,28,93000,nand+not-,3525,6.952325,420,1774,0,0,2,10,0,0,0,0,288,1029,0,0,0,2
low-mut-unrestricted,28,94000,nand+not-,3554,6.918820,513,1805,0,0,0,261,0,0,0,0,180,791,0,0,0,4
low-mut-unrestricted,28,95000,nand+not-,3553,7.036070,474,1702,0,0,2,57,0,0,0,0,379,934,0,0,0,5
low-mut-unrestricted,28,96000,nand+not-,3562,6.984719,534,2092,0,0,1,22,0,0,3,0,221,687,0,0,0,2
low-mut-unrestricted,28,97000,nand+not-,3535,7.077334,484,2000,0,0,0,31,0,0,0,0,873,138,0,0,0,9
low-mut-unrestricted,28,98000,nand+not-,3543,7.023983,543,2544,0,0,1,78,0,0,0,0,279,94,0,0,0,4
low-mut-unrestricted,28,99000,nand+not-,3546,6.951690,535,1980,0,0,1,301,0,0,0,0,146,571,0,0,0,12
low-mut-unrestricted,5,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,1000,nand+not-,3599,7.481541,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,10000,nand+not-,3600,7.235814,3516,0,0,0,0,58,0,0,0,0,26,0,0,0,0,0
low-mut-unrestricted,5,100000,nand+not-,2471,6.033446,419,1242,0,0,0,6,0,0,804,0,0,0,0,0,0,0
low-mut-unrestricted,5,11000,nand+not-,3599,7.274214,3452,0,0,0,0,111,0,0,0,0,36,0,0,0,0,0
low-mut-unrestricted,5,12000,nand+not-,3600,7.177342,3130,0,0,0,0,456,0,0,0,0,14,0,0,0,0,0
low-mut-unrestricted,5,13000,nand+not-,3600,7.272265,3206,0,0,0,0,387,0,0,0,0,7,0,0,0,0,0
low-mut-unrestricted,5,14000,nand+not-,3600,7.248096,3067,0,0,0,0,487,0,0,0,0,46,0,0,0,0,0
low-mut-unrestricted,5,15000,nand+not-,3599,7.229426,2805,0,0,0,0,666,0,0,0,0,127,0,0,0,0,1
low-mut-unrestricted,5,16000,nand+not-,3599,7.192661,2086,1,0,0,0,1239,0,0,0,0,270,0,0,0,0,3
low-mut-unrestricted,5,17000,nand+not-,3599,7.176436,1250,0,0,0,1,1532,0,0,1,0,805,1,0,0,0,9
low-mut-unrestricted,5,18000,nand+not-,3600,7.083908,658,2,0,0,0,1897,0,0,0,0,1008,4,0,0,0,31
low-mut-unrestricted,5,19000,nand+not-,3599,7.010441,743,32,0,0,0,2066,0,0,17,0,739,0,0,0,0,2
low-mut-unrestricted,5,2000,nand+not-,3600,7.417576,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,20000,nand+not-,3589,6.845708,728,26,0,0,2,1167,0,0,33,0,1633,0,0,0,0,0
low-mut-unrestricted,5,21000,nand+not-,3591,6.671873,745,344,9,0,1,1007,0,0,10,0,1463,0,0,0,0,12
low-mut-unrestricted,5,22000,nand+not-,3556,6.750991,669,372,2,0,6,1824,0,0,265,0,416,0,0,0,0,2
low-mut-unrestricted,5,23000,nand+not-,3492,6.766832,590,58,2,0,10,1631,0,0,388,0,813,0,0,0,0,0
low-mut-unrestricted,5,24000,nand+not-,3486,6.736870,577,147,3,0,6,1670,0,0,670,0,412,0,0,0,0,1
low-mut-unrestricted,5,25000,nand+not-,3527,6.718309,630,426,4,0,11,1481,0,0,502,0,471,0,0,0,0,2
low-mut-unrestricted,5,26000,nand+not-,3562,6.778371,578,22,0,0,6,1588,0,0,1208,0,160,0,0,0,0,0
low-mut-unrestricted,5,27000,nand+not-,3112,6.592421,614,16,0,0,26,1744,0,0,596,0,115,0,0,1,0,0
low-mut-unrestricted,5,28000,nand+not-,2575,6.489202,442,139,0,0,9,1667,0,0,293,0,25,0,0,0,0,0
low-mut-unrestricted,5,29000,nand+not-,3052,6.355770,524,1942,1,0,2,401,0,0,176,0,6,0,0,0,0,0
low-mut-unrestricted,5,3000,nand+not-,3599,7.334681,3598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,30000,nand+not-,2131,5.905607,801,1020,0,0,0,31,0,0,279,0,0,0,0,0,0,0
low-mut-unrestricted,5,31000,nand+not-,2215,5.885872,464,1372,1,0,0,3,0,0,375,0,0,0,0,0,0,0
low-mut-unrestricted,5,32000,nand+not-,2297,5.835264,384,1242,0,0,0,2,0,0,669,0,0,0,0,0,0,0
low-mut-unrestricted,5,33000,nand+not-,2481,5.810359,433,1733,0,0,0,0,0,0,315,0,0,0,0,0,0,0
low-mut-unrestricted,5,34000,nand+not-,2676,6.003502,501,1749,0,0,0,0,0,0,425,0,1,0,0,0,0,0
low-mut-unrestricted,5,35000,nand+not-,2975,6.197517,503,2232,1,0,0,4,0,0,235,0,0,0,0,0,0,0
low-mut-unrestricted,5,36000,nand+not-,3055,6.165809,520,2229,0,0,0,1,0,0,305,0,0,0,0,0,0,0
low-mut-unrestricted,5,37000,nand+not-,3092,6.351152,543,2172,0,0,0,0,0,0,376,0,0,0,1,0,0,0
low-mut-unrestricted,5,38000,nand+not-,3194,6.261346,535,2408,0,0,0,0,0,0,249,0,2,0,0,0,0,0
low-mut-unrestricted,5,39000,nand+not-,3000,6.361365,501,2057,0,0,0,0,0,0,442,0,0,0,0,0,0,0
low-mut-unrestricted,5,4000,nand+not-,3600,7.293758,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,40000,nand+not-,3012,6.356475,519,2160,0,0,1,0,0,0,332,0,0,0,0,0,0,0
low-mut-unrestricted,5,41000,nand+not-,2785,6.216773,471,2027,0,0,0,0,0,0,287,0,0,0,0,0,0,0
low-mut-unrestricted,5,42000,nand+not-,3138,6.328003,534,2173,0,0,0,0,0,0,429,0,2,0,0,0,0,0
low-mut-unrestricted,5,43000,nand+not-,3024,6.251857,502,2204,0,0,0,4,0,0,314,0,0,0,0,0,0,0
low-mut-unrestricted,5,44000,nand+not-,2946,6.160320,515,2143,0,0,0,0,0,0,288,0,0,0,0,0,0,0
low-mut-unrestricted,5,45000,nand+not-,2994,6.236702,503,2246,0,0,1,0,0,0,244,0,0,0,0,0,0,0
low-mut-unrestricted,5,46000,nand+not-,3127,6.322663,516,2351,0,0,0,0,0,0,260,0,0,0,0,0,0,0
low-mut-unrestricted,5,47000,nand+not-,3142,6.382687,505,2322,0,0,0,0,0,0,315,0,0,0,0,0,0,0
low-mut-unrestricted,5,48000,nand+not-,2940,6.384311,514,2196,0,0,0,0,0,0,229,0,0,0,1,0,0,0
low-mut-unrestricted,5,49000,nand+not-,3259,6.277331,527,2519,0,0,0,1,0,0,212,0,0,0,0,0,0,0
low-mut-unrestricted,5,5000,nand+not-,3597,7.207978,3584,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,50000,nand+not-,2997,6.343529,541,2062,0,0,0,0,0,0,394,0,0,0,0,0,0,0
low-mut-unrestricted,5,51000,nand+not-,3155,6.239533,538,2193,0,0,0,1,0,0,423,0,0,0,0,0,0,0
low-mut-unrestricted,5,52000,nand+not-,3260,6.290187,616,2274,0,0,0,1,0,0,368,0,1,0,0,0,0,0
low-mut-unrestricted,5,53000,nand+not-,3139,6.257094,534,2120,0,0,0,1,0,0,484,0,0,0,0,0,0,0
low-mut-unrestricted,5,54000,nand+not-,3250,6.289145,564,2400,0,0,1,4,0,0,281,0,0,0,0,0,0,0
low-mut-unrestricted,5,55000,nand+not-,3218,6.353275,604,2255,0,0,0,1,0,0,358,0,0,0,0,0,0,0
low-mut-unrestricted,5,56000,nand+not-,3407,6.351366,589,2574,0,0,0,1,0,0,243,0,0,0,0,0,0,0
low-mut-unrestricted,5,57000,nand+not-,3127,6.397659,569,2156,0,0,0,1,0,0,400,0,0,0,1,0,0,0
low-mut-unrestricted,5,58000,nand+not-,3206,6.246809,561,1995,0,0,0,2,0,0,647,0,0,0,1,0,0,0
low-mut-unrestricted,5,59000,nand+not-,3301,6.283667,572,2383,0,0,0,2,0,0,344,0,0,0,0,0,0,0
low-mut-unrestricted,5,6000,nand+not-,3600,7.295039,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,5,60000,nand+not-,2873,6.234448,535,1842,0,0,0,0,0,0,495,0,1,0,0,0,0,0
low-mut-unrestricted,5,61000,nand+not-,3016,6.162855,572,2018,0,0,0,0,0,0,425,0,0,0,1,0,0,0
low-mut-unrestricted,5,62000,nand+not-,3349,6.406361,641,2271,0,0,0,1,0,0,435,0,0,0,1,0,0,0
low-mut-unrestricted,5,63000,nand+not-,3143,6.361601,621,2085,0,0,0,0,0,0,437,0,0,0,0,0,0,0
low-mut-unrestricted,5,64000,nand+not-,2909,6.327682,617,1891,0,0,0,4,0,0,397,0,0,0,0,0,0,0
low-mut-unrestricted,5,65000,nand+not-,3023,6.301566,570,1782,0,0,0,0,0,0,671,0,0,0,0,0,0,0
low-mut-unrestricted,5,66000,nand+not-,2774,6.197221,548,1602,0,0,0,0,0,0,622,0,2,0,0,0,0,0
low-mut-unrestricted,5,67000,nand+not-,2800,6.220805,582,1539,0,0,0,2,0,0,677,0,0,0,0,0,0,0
low-mut-unrestricted,5,68000,nand+not-,2836,6.179552,582,1626,0,0,0,1,0,0,627,0,0,0,0,0,0,0
low-mut-unrestricted,5,69000,nand+not-,3059,6.325436,613,1751,0,0,0,2,0,0,693,0,0,0,0,0,0,0
low-mut-unrestricted,5,7000,nand+not-,3600,7.267184,3559,0,0,0,0,30,0,0,0,0,11,0,0,0,0,0
low-mut-unrestricted,5,70000,nand+not-,2979,6.269554,632,1713,0,0,0,1,0,0,633,0,0,0,0,0,0,0
low-mut-unrestricted,5,71000,nand+not-,2815,6.153028,585,1484,0,0,0,0,0,0,746,0,0,0,0,0,0,0
low-mut-unrestricted,5,72000,nand+not-,2962,6.252652,572,1563,0,0,0,2,0,0,825,0,0,0,0,0,0,0
low-mut-unrestricted,5,73000,nand+not-,2952,6.378589,607,1725,0,0,0,1,0,0,619,0,0,0,0,0,0,0
low-mut-unrestricted,5,74000,nand+not-,2989,6.371932,628,1578,0,0,0,0,0,0,783,0,0,0,0,0,0,0
low-mut-unrestricted,5,75000,nand+not-,2896,6.241166,631,1610,0,0,0,0,0,0,655,0,0,0,0,0,0,0
low-mut-unrestricted,5,76000,nand+not-,2796,6.332251,600,1385,0,0,0,1,0,0,810,0,0,0,0,0,0,0
low-mut-unrestricted,5,77000,nand+not-,2926,6.354396,651,1654,0,0,1,5,0,0,596,0,19,0,0,0,0,0
low-mut-unrestricted,5,78000,nand+not-,3098,6.275062,595,1724,0,0,0,4,0,0,775,0,0,0,0,0,0,0
low-mut-unrestricted,5,79000,nand+not-,2923,6.230272,585,1630,0,0,0,4,0,0,704,0,0,0,0,0,0,0
low-mut-unrestricted,5,8000,nand+not-,3600,7.253504,3585,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0
low-mut-unrestricted,5,80000,nand+not-,2858,6.175812,566,1395,0,0,0,1,0,0,896,0,0,0,0,0,0,0
low-mut-unrestricted,5,81000,nand+not-,2934,6.228805,652,1660,0,0,0,1,0,0,621,0,0,0,0,0,0,0
low-mut-unrestricted,5,82000,nand+not-,2975,6.151168,579,1731,0,0,0,1,0,0,662,0,2,0,0,0,0,0
low-mut-unrestricted,5,83000,nand+not-,2959,6.099256,559,1711,0,0,1,2,0,0,685,0,1,0,0,0,0,0
low-mut-unrestricted,5,84000,nand+not-,2937,6.294175,636,1708,0,0,0,2,0,0,590,0,1,0,0,0,0,0
low-mut-unrestricted,5,85000,nand+not-,3022,6.246761,601,1726,0,0,0,1,0,0,694,0,0,0,0,0,0,0
low-mut-unrestricted,5,86000,nand+not-,3022,6.340944,651,1751,0,0,0,1,0,0,613,0,6,0,0,0,0,0
low-mut-unrestricted,5,87000,nand+not-,2699,6.253239,580,1282,0,0,0,0,0,0,836,0,0,0,1,0,0,0
low-mut-unrestricted,5,88000,nand+not-,3086,6.310358,655,1735,0,0,0,2,0,0,694,0,0,0,0,0,0,0
low-mut-unrestricted,5,89000,nand+not-,2998,6.269294,632,1873,0,0,0,0,0,0,493,0,0,0,0,0,0,0
low-mut-unrestricted,5,9000,nand+not-,3600,7.187343,3260,1,0,0,0,318,0,0,0,0,21,0,0,0,0,0
low-mut-unrestricted,5,90000,nand+not-,2924,6.290056,610,1735,0,0,0,1,0,0,577,0,1,0,0,0,0,0
low-mut-unrestricted,5,91000,nand+not-,2973,6.265815,497,1778,0,0,0,0,0,0,696,0,0,0,2,0,0,0
low-mut-unrestricted,5,92000,nand+not-,2908,6.095675,534,1760,0,0,0,0,0,0,614,0,0,0,0,0,0,0
low-mut-unrestricted,5,93000,nand+not-,3020,6.228380,521,1828,0,0,0,0,0,0,668,0,1,0,2,0,0,0
low-mut-unrestricted,5,94000,nand+not-,2875,6.196654,449,1696,0,0,1,4,0,0,724,0,0,0,1,0,0,0
low-mut-unrestricted,5,95000,nand+not-,2961,6.116968,473,1941,0,0,0,1,0,0,544,0,2,0,0,0,0,0
low-mut-unrestricted,5,96000,nand+not-,3185,6.086428,557,1957,0,0,0,0,0,0,671,0,0,0,0,0,0,0
low-mut-unrestricted,5,97000,nand+not-,2977,6.201242,529,1785,0,0,0,0,0,0,661,0,0,0,2,0,0,0
low-mut-unrestricted,5,98000,nand+not-,2933,6.129529,531,1584,0,0,1,0,0,0,816,0,0,0,1,0,0,0
low-mut-unrestricted,5,99000,nand+not-,3031,6.121661,541,1811,0,0,0,2,0,0,676,0,1,0,0,0,0,0
low-mut-unrestricted,10,0,nand+not-,1,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,10,1000,nand+not-,3600,7.439061,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,10,10000,nand+not-,3599,7.199746,1516,0,0,0,0,1350,0,0,0,0,733,0,0,0,0,0
low-mut-unrestricted,10,100000,nand+not-,3591,6.931027,687,26,1,0,3,7,0,0,6,2804,21,10,0,24,0,2
low-mut-unrestricted,10,11000,nand+not-,3600,7.192833,1170,0,0,0,0,1581,0,0,0,0,840,0,0,0,0,9
low-mut-unrestricted,10,12000,nand+not-,3600,7.122428,1199,0,0,0,0,1470,0,0,0,0,931,0,0,0,0,0
low-mut-unrestricted,10,13000,nand+not-,3598,7.134295,1137,0,0,0,0,1604,0,0,0,0,857,0,0,0,0,0
low-mut-unrestricted,10,14000,nand+not-,3593,7.059619,806,0,0,0,0,1541,0,0,0,0,1237,0,0,0,0,9
low-mut-unrestricted,10,15000,nand+not-,3597,7.037310,830,67,0,0,0,1260,0,0,0,0,1218,171,0,0,0,51
low-mut-unrestricted,10,16000,nand+not-,3599,7.163839,847,398,0,0,0,1123,0,0,1,0,502,691,0,0,0,37
low-mut-unrestricted,10,17000,nand+not-,3598,7.189569,825,1076,1,0,3,520,0,0,1,0,179,987,0,0,1,5
low-mut-unrestricted,10,18000,nand+not-,3600,7.124312,733,701,0,3,3,6,2,0,0,0,72,2050,0,0,6,24
low-mut-unrestricted,10,19000,nand+not-,3600,7.122401,653,1294,0,2,5,216,0,0,0,0,246,1164,0,0,1,19
low-mut-unrestricted,10,2000,nand+not-,3599,7.476427,3594,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,10,20000,nand+not-,3597,7.087008,605,1540,0,0,2,167,0,0,0,0,194,1077,0,0,6,6
low-mut-unrestricted,10,21000,nand+not-,3580,7.014090,602,1547,1,0,6,13,0,0,1,0,545,851,0,0,8,6
low-mut-unrestricted,10,22000,nand+not-,3556,6.828713,581,923,0,1,3,11,0,1,0,0,918,1101,0,0,4,13
low-mut-unrestricted,10,23000,nand+not-,3473,6.663921,523,1423,0,1,0,106,0,0,0,0,1365,47,0,0,2,6
low-mut-unrestricted,10,24000,nand+not-,3519,6.517418,563,1666,0,1,5,13,0,0,0,0,812,447,0,0,4,8
low-mut-unrestricted,10,25000,nand+not-,3488,6.656658,568,1544,0,0,3,10,0,2,0,0,1329,26,0,0,0,6
low-mut-unrestricted,10,26000,nand+not-,3444,6.568595,495,1421,0,2,5,8,0,0,0,0,1502,1,0,0,1,9
low-mut-unrestricted,10,27000,nand+not-,3542,6.604108,578,1286,0,0,2,11,0,0,0,0,368,1284,0,0,0,13
low-mut-unrestricted,10,28000,nand+not-,3511,6.576366,560,1714,0,0,6,19,0,0,0,0,542,650,0,0,6,14
low-mut-unrestricted,10,29000,nand+not-,3493,6.619215,539,1339,0,0,2,14,0,0,0,0,604,970,1,0,2,22
low-mut-unrestricted,10,3000,nand+not-,3599,7.370863,3595,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
low-mut-unrestricted,10,30000,nand+not-,3519,6.648539,588,1291,0,1,9,14,0,1,0,0,253,1338,0,0,3,21
low-mut-unrestricted,10,31000,nand+not-,3471,6.578367,521,1400,0,1,12,14,0,0,0,0,1172,338,0,0,4,9
low-mut-unrestricted,10,32000,nand+not-,3513,6.537928,539,1664,0,0,5,37,0,0,0,0,1146,113,0,0,4,5
low-mut-unrestricted,10,33000,nand+not-,3491,6.629762,525,1815,0,0,10,5,0,0,0,1,1058,66,0,0,2,9
low-mut-unrestricted,10,34000,nand+not-,3532,6.601963,560,2012,0,0,7,26,0,0,0,0,859,60,0,0,2,6
low-mut-unrestricted,10,35000,nand+not-,3491,6.520392,487,1668,0,0,4,13,0,0,0,0,1307,4,0,0,1,7
low-mut-unrestricted,10,36000,nand+not-,3483,6.582521,514,1699,0,1,1,41,0,0,0,1,1214,1,0,0,2,9
low-mut-unrestricted,10,37000,nand+not-,3498,6.505079,557,1821,0,0,4,16,0,0,0,0,985,92,0,0,1,22
low-mut-unrestricted,10,38000,nand+not-,3504,6.679312,559,1856,0,0,5,23,0,1,0,0,1038,11,0,0,0,11
low-mut-unrestricted,10,39000,nand+not-,3517,6.617538,576,1964,0,1,2,11,0,1,0,0,950,9,0,0,0,3
low-mut-unrestricted,10,4000,nand+not-,3600,7.265197,3517,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,10,40000,nand+not-,3488,6.653969,596,1487,0,0,7,16,0,0,0,0,1217,156,0,0,5,4
low-mut-unrestricted,10,41000,nand+not-,3473,6.675751,472,1610,0,0,7,23,0,0,0,0,1260,96,0,0,3,2
low-mut-unrestricted,10,42000,nand+not-,3515,6.687201,581,1907,0,0,5,19,0,0,0,2,859,134,0,0,1,7
low-mut-unrestricted,10,43000,nand+not-,3501,6.577643,606,1710,0,0,4,4,0,0,0,0,1050,117,0,0,1,9
low-mut-unrestricted,10,44000,nand+not-,3505,6.749495,516,1768,0,1,8,16,0,2,0,0,1173,7,0,0,3,11
low-mut-unrestricted,10,45000,nand+not-,3489,6.687760,436,1825,0,0,6,19,0,0,0,0,1184,11,0,0,1,7
low-mut-unrestricted,10,46000,nand+not-,3504,6.634701,455,2068,1,0,7,6,0,1,0,0,949,14,0,0,1,2
low-mut-unrestricted,10,47000,nand+not-,3524,6.706159,555,1979,2,0,3,17,0,0,0,0,942,20,0,0,2,4
low-mut-unrestricted,10,48000,nand+not-,3535,6.606033,581,1889,4,0,2,7,0,0,1,2,1037,5,0,0,0,7
low-mut-unrestricted,10,49000,nand+not-,3501,6.584746,504,1932,2,1,4,4,0,0,1,0,1027,24,0,0,0,2
low-mut-unrestricted,10,5000,nand+not-,3600,7.255681,3386,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0
low-mut-unrestricted,10,50000,nand+not-,3585,6.674155,694,615,1,0,5,4,0,0,2,1581,110,567,0,0,0,6
low-mut-unrestricted,10,51000,nand+not-,3590,6.832764,734,51,2,1,4,0,1,0,0,2624,28,134,0,10,0,1
low-mut-unrestricted,10,52000,nand+not-,3583,6.685399,711,29,0,0,3,2,0,0,0,2799,15,23,0,1,0,0
low-mut-unrestricted,10,53000,nand+not-,3585,6.841901,682,50,1,0,7,0,0,0,0,2815,23,7,0,0,0,0
low-mut-unrestricted,10,54000,nand+not-,3586,6.849626,733,44,2,0,9,1,0,0,1,2767,15,13,0,1,0,0
low-mut-unrestricted,10,55000,nand+not-,3584,6.882566,680,31,4,0,5,5,0,0,1,2806,23,18,0,11,0,0
low-mut-unrestricted,10,56000,nand+not-,3592,6.950977,667,33,1,0,5,2,0,0,4,2836,18,12,0,14,0,0
low-mut-unrestricted,10,57000,nand+not-,3588,6.842896,732,21,3,0,4,2,0,0,4,2782,21,14,0,5,0,0
low-mut-unrestricted,10,58000,nand+not-,3587,6.887041,681,30,2,0,10,8,0,0,4,2812,21,13,0,6,0,0
low-mut-unrestricted,10,59000,nand+not-,3583,6.917210,724,21,0,0,7,1,0,0,1,2802,8,15,0,3,1,0
low-mut-unrestricted,10,6000,nand+not-,3599,7.239619,2997,0,0,0,0,571,0,0,0,0,31,0,0,0,0,0
low-mut-unrestricted,10,60000,nand+not-,3583,6.886633,732,26,1,0,5,8,0,0,0,2770,21,12,0,6,1,1
low-mut-unrestricted,10,61000,nand+not-,3585,6.839900,730,12,1,0,8,6,0,0,2,2786,15,14,0,11,0,0
low-mut-unrestricted,10,62000,nand+not-,3587,6.906741,709,38,3,0,4,3,0,0,0,2787,25,17,0,0,0,1
low-mut-unrestricted,10,63000,nand+not-,3581,6.882183,734,26,0,0,6,4,0,0,2,2765,24,11,0,8,1,0
low-mut-unrestricted,10,64000,nand+not-,3585,6.895626,709,27,1,0,5,2,0,0,4,2796,17,17,0,7,0,0
low-mut-unrestricted,10,65000,nand+not-,3583,6.904581,722,25,2,0,3,8,0,0,4,2776,16,12,0,11,0,4
